fpr,tpr,roc_auc_score,accuracy
0.0,0.0,0.6809410520750727,0.6
0.21794871794871795,0.38144329896907214,0.6809410520750727,0.6
0.21794871794871795,0.3917525773195876,0.6809410520750727,0.6
0.23076923076923078,0.4020618556701031,0.6809410520750727,0.6
0.23076923076923078,0.41237113402061853,0.6809410520750727,0.6
0.24358974358974358,0.41237113402061853,0.6809410520750727,0.6
0.24358974358974358,0.4536082474226804,0.6809410520750727,0.6
0.2564102564102564,0.4536082474226804,0.6809410520750727,0.6
0.2564102564102564,0.4845360824742268,0.6809410520750727,0.6
0.2692307692307692,0.4845360824742268,0.6809410520750727,0.6
0.2692307692307692,0.4948453608247423,0.6809410520750727,0.6
0.28205128205128205,0.4948453608247423,0.6809410520750727,0.6
0.28205128205128205,0.5051546391752577,0.6809410520750727,0.6
0.2948717948717949,0.5051546391752577,0.6809410520750727,0.6
0.2948717948717949,0.5360824742268041,0.6809410520750727,0.6
0.3076923076923077,0.5360824742268041,0.6809410520750727,0.6
0.3076923076923077,0.5979381443298969,0.6809410520750727,0.6
0.32051282051282054,0.5979381443298969,0.6809410520750727,0.6
0.32051282051282054,0.6082474226804123,0.6809410520750727,0.6
0.3333333333333333,0.6082474226804123,0.6809410520750727,0.6
0.3333333333333333,0.6185567010309279,0.6809410520750727,0.6
0.34615384615384615,0.6185567010309279,0.6809410520750727,0.6
0.34615384615384615,0.6288659793814433,0.6809410520750727,0.6
0.3717948717948718,0.6288659793814433,0.6809410520750727,0.6
0.3717948717948718,0.6701030927835051,0.6809410520750727,0.6
0.38461538461538464,0.6701030927835051,0.6809410520750727,0.6
0.38461538461538464,0.6907216494845361,0.6809410520750727,0.6
0.3974358974358974,0.6907216494845361,0.6809410520750727,0.6
0.3974358974358974,0.7216494845360825,0.6809410520750727,0.6
0.4358974358974359,0.7216494845360825,0.6809410520750727,0.6
0.4358974358974359,0.7319587628865979,0.6809410520750727,0.6
0.44871794871794873,0.7319587628865979,0.6809410520750727,0.6
0.44871794871794873,0.7628865979381443,0.6809410520750727,0.6
0.46153846153846156,0.7628865979381443,0.6809410520750727,0.6
0.46153846153846156,0.7731958762886598,0.6809410520750727,0.6
0.5128205128205128,0.7731958762886598,0.6809410520750727,0.6
0.5128205128205128,0.8247422680412371,0.6809410520750727,0.6
0.5256410256410257,0.8247422680412371,0.6809410520750727,0.6
0.5256410256410257,0.845360824742268,0.6809410520750727,0.6
0.5512820512820513,0.845360824742268,0.6809410520750727,0.6
0.5512820512820513,0.865979381443299,0.6809410520750727,0.6
0.5897435897435898,0.865979381443299,0.6809410520750727,0.6
0.5897435897435898,0.8762886597938144,0.6809410520750727,0.6
0.6025641025641025,0.8762886597938144,0.6809410520750727,0.6
0.6025641025641025,0.8969072164948454,0.6809410520750727,0.6
0.7051282051282052,0.8969072164948454,0.6809410520750727,0.6
0.7051282051282052,0.9175257731958762,0.6809410520750727,0.6
0.7564102564102564,0.9175257731958762,0.6809410520750727,0.6
0.7564102564102564,0.9484536082474226,0.6809410520750727,0.6
0.782051282051282,0.9484536082474226,0.6809410520750727,0.6
0.782051282051282,0.9587628865979382,0.6809410520750727,0.6
0.8589743589743589,0.9587628865979382,0.6809410520750727,0.6
0.8589743589743589,0.9690721649484536,0.6809410520750727,0.6
0.8717948717948718,0.9690721649484536,0.6809410520750727,0.6
0.8717948717948718,0.9896907216494846,0.6809410520750727,0.6
0.9487179487179487,0.9896907216494846,0.6809410520750727,0.6
0.9487179487179487,1.0,0.6809410520750727,0.6
1.0,1.0,0.6809410520750727,0.6
