fpr_rfc,tpr_rfc,roc_auc_score_rfc,accuracy
0.0,0.0,0.7115384615384616,0.6514285714285715
0.0,0.010309278350515464,0.7115384615384616,0.6514285714285715
0.0,0.030927835051546393,0.7115384615384616,0.6514285714285715
0.01282051282051282,0.041237113402061855,0.7115384615384616,0.6514285714285715
0.01282051282051282,0.07216494845360824,0.7115384615384616,0.6514285714285715
0.02564102564102564,0.08247422680412371,0.7115384615384616,0.6514285714285715
0.038461538461538464,0.08247422680412371,0.7115384615384616,0.6514285714285715
0.038461538461538464,0.10309278350515463,0.7115384615384616,0.6514285714285715
0.038461538461538464,0.1134020618556701,0.7115384615384616,0.6514285714285715
0.038461538461538464,0.13402061855670103,0.7115384615384616,0.6514285714285715
0.05128205128205128,0.13402061855670103,0.7115384615384616,0.6514285714285715
0.05128205128205128,0.17525773195876287,0.7115384615384616,0.6514285714285715
0.0641025641025641,0.17525773195876287,0.7115384615384616,0.6514285714285715
0.0641025641025641,0.1958762886597938,0.7115384615384616,0.6514285714285715
0.0641025641025641,0.20618556701030927,0.7115384615384616,0.6514285714285715
0.0641025641025641,0.23711340206185566,0.7115384615384616,0.6514285714285715
0.07692307692307693,0.25773195876288657,0.7115384615384616,0.6514285714285715
0.10256410256410256,0.26804123711340205,0.7115384615384616,0.6514285714285715
0.1282051282051282,0.28865979381443296,0.7115384615384616,0.6514285714285715
0.1282051282051282,0.30927835051546393,0.7115384615384616,0.6514285714285715
0.1282051282051282,0.31958762886597936,0.7115384615384616,0.6514285714285715
0.14102564102564102,0.3402061855670103,0.7115384615384616,0.6514285714285715
0.14102564102564102,0.3711340206185567,0.7115384615384616,0.6514285714285715
0.14102564102564102,0.38144329896907214,0.7115384615384616,0.6514285714285715
0.14102564102564102,0.4329896907216495,0.7115384615384616,0.6514285714285715
0.16666666666666666,0.44329896907216493,0.7115384615384616,0.6514285714285715
0.1794871794871795,0.4639175257731959,0.7115384615384616,0.6514285714285715
0.1794871794871795,0.5051546391752577,0.7115384615384616,0.6514285714285715
0.19230769230769232,0.5154639175257731,0.7115384615384616,0.6514285714285715
0.21794871794871795,0.5567010309278351,0.7115384615384616,0.6514285714285715
0.23076923076923078,0.5567010309278351,0.7115384615384616,0.6514285714285715
0.2564102564102564,0.5773195876288659,0.7115384615384616,0.6514285714285715
0.2564102564102564,0.5876288659793815,0.7115384615384616,0.6514285714285715
0.2692307692307692,0.5979381443298969,0.7115384615384616,0.6514285714285715
0.2692307692307692,0.6082474226804123,0.7115384615384616,0.6514285714285715
0.2692307692307692,0.6288659793814433,0.7115384615384616,0.6514285714285715
0.28205128205128205,0.6494845360824743,0.7115384615384616,0.6514285714285715
0.28205128205128205,0.6701030927835051,0.7115384615384616,0.6514285714285715
0.3333333333333333,0.6701030927835051,0.7115384615384616,0.6514285714285715
0.3717948717948718,0.7010309278350515,0.7115384615384616,0.6514285714285715
0.38461538461538464,0.7010309278350515,0.7115384615384616,0.6514285714285715
0.38461538461538464,0.7216494845360825,0.7115384615384616,0.6514285714285715
0.3974358974358974,0.7216494845360825,0.7115384615384616,0.6514285714285715
0.41025641025641024,0.7319587628865979,0.7115384615384616,0.6514285714285715
0.4230769230769231,0.7319587628865979,0.7115384615384616,0.6514285714285715
0.44871794871794873,0.7422680412371134,0.7115384615384616,0.6514285714285715
0.46153846153846156,0.7422680412371134,0.7115384615384616,0.6514285714285715
0.46153846153846156,0.7525773195876289,0.7115384615384616,0.6514285714285715
0.47435897435897434,0.7525773195876289,0.7115384615384616,0.6514285714285715
0.48717948717948717,0.7628865979381443,0.7115384615384616,0.6514285714285715
0.48717948717948717,0.7731958762886598,0.7115384615384616,0.6514285714285715
0.5,0.7731958762886598,0.7115384615384616,0.6514285714285715
0.5128205128205128,0.7835051546391752,0.7115384615384616,0.6514285714285715
0.5128205128205128,0.8041237113402062,0.7115384615384616,0.6514285714285715
0.5512820512820513,0.8144329896907216,0.7115384615384616,0.6514285714285715
0.5512820512820513,0.8350515463917526,0.7115384615384616,0.6514285714285715
0.5897435897435898,0.8350515463917526,0.7115384615384616,0.6514285714285715
0.6153846153846154,0.8350515463917526,0.7115384615384616,0.6514285714285715
0.6282051282051282,0.845360824742268,0.7115384615384616,0.6514285714285715
0.6282051282051282,0.8556701030927835,0.7115384615384616,0.6514285714285715
0.6538461538461539,0.865979381443299,0.7115384615384616,0.6514285714285715
0.6666666666666666,0.8762886597938144,0.7115384615384616,0.6514285714285715
0.6666666666666666,0.8865979381443299,0.7115384615384616,0.6514285714285715
0.717948717948718,0.8865979381443299,0.7115384615384616,0.6514285714285715
0.717948717948718,0.8969072164948454,0.7115384615384616,0.6514285714285715
0.7307692307692307,0.9072164948453608,0.7115384615384616,0.6514285714285715
0.7435897435897436,0.9072164948453608,0.7115384615384616,0.6514285714285715
0.7948717948717948,0.9072164948453608,0.7115384615384616,0.6514285714285715
0.7948717948717948,0.9175257731958762,0.7115384615384616,0.6514285714285715
0.8076923076923077,0.9175257731958762,0.7115384615384616,0.6514285714285715
