fpr_rfc,tpr_rfc,roc_auc_score_rfc,accuracy
0.8333333333333334,0.9175257731958762,0.7115384615384616,0.6514285714285715
0.8333333333333334,0.9587628865979382,0.7115384615384616,0.6514285714285715
0.8461538461538461,0.9587628865979382,0.7115384615384616,0.6514285714285715
0.8461538461538461,0.9690721649484536,0.7115384615384616,0.6514285714285715
0.8589743589743589,0.979381443298969,0.7115384615384616,0.6514285714285715
0.9230769230769231,0.979381443298969,0.7115384615384616,0.6514285714285715
0.9230769230769231,1.0,0.7115384615384616,0.6514285714285715
0.9358974358974359,1.0,0.7115384615384616,0.6514285714285715
0.9615384615384616,1.0,0.7115384615384616,0.6514285714285715
1.0,1.0,0.7115384615384616,0.6514285714285715
