fpr_lda,tpr_lda,roc_auc_score_lda,accuracy
0.0,0.0,0.704996034892942,0.68
0.0,0.010309278350515464,0.704996034892942,0.68
0.0,0.1134020618556701,0.704996034892942,0.68
0.02564102564102564,0.1134020618556701,0.704996034892942,0.68
0.02564102564102564,0.15463917525773196,0.704996034892942,0.68
0.05128205128205128,0.15463917525773196,0.704996034892942,0.68
0.05128205128205128,0.16494845360824742,0.704996034892942,0.68
0.0641025641025641,0.16494845360824742,0.704996034892942,0.68
0.0641025641025641,0.21649484536082475,0.704996034892942,0.68
0.08974358974358974,0.21649484536082475,0.704996034892942,0.68
0.08974358974358974,0.23711340206185566,0.704996034892942,0.68
0.11538461538461539,0.23711340206185566,0.704996034892942,0.68
0.11538461538461539,0.29896907216494845,0.704996034892942,0.68
0.1282051282051282,0.29896907216494845,0.704996034892942,0.68
0.1282051282051282,0.30927835051546393,0.704996034892942,0.68
0.14102564102564102,0.30927835051546393,0.704996034892942,0.68
0.14102564102564102,0.36082474226804123,0.704996034892942,0.68
0.15384615384615385,0.36082474226804123,0.704996034892942,0.68
0.15384615384615385,0.422680412371134,0.704996034892942,0.68
0.16666666666666666,0.422680412371134,0.704996034892942,0.68
0.16666666666666666,0.4536082474226804,0.704996034892942,0.68
0.1794871794871795,0.4536082474226804,0.704996034892942,0.68
0.1794871794871795,0.4845360824742268,0.704996034892942,0.68
0.19230769230769232,0.4845360824742268,0.704996034892942,0.68
0.19230769230769232,0.5051546391752577,0.704996034892942,0.68
0.23076923076923078,0.5051546391752577,0.704996034892942,0.68
0.23076923076923078,0.5360824742268041,0.704996034892942,0.68
0.24358974358974358,0.5360824742268041,0.704996034892942,0.68
0.24358974358974358,0.5463917525773195,0.704996034892942,0.68
0.2564102564102564,0.5463917525773195,0.704996034892942,0.68
0.2564102564102564,0.5876288659793815,0.704996034892942,0.68
0.2692307692307692,0.5876288659793815,0.704996034892942,0.68
0.2692307692307692,0.5979381443298969,0.704996034892942,0.68
0.28205128205128205,0.5979381443298969,0.704996034892942,0.68
0.28205128205128205,0.6082474226804123,0.704996034892942,0.68
0.3076923076923077,0.6082474226804123,0.704996034892942,0.68
0.3076923076923077,0.6494845360824743,0.704996034892942,0.68
0.3333333333333333,0.6494845360824743,0.704996034892942,0.68
0.3333333333333333,0.6597938144329897,0.704996034892942,0.68
0.3717948717948718,0.6597938144329897,0.704996034892942,0.68
0.3717948717948718,0.711340206185567,0.704996034892942,0.68
0.38461538461538464,0.711340206185567,0.704996034892942,0.68
0.38461538461538464,0.7422680412371134,0.704996034892942,0.68
0.3974358974358974,0.7422680412371134,0.704996034892942,0.68
0.3974358974358974,0.7525773195876289,0.704996034892942,0.68
0.44871794871794873,0.7525773195876289,0.704996034892942,0.68
0.44871794871794873,0.7628865979381443,0.704996034892942,0.68
0.5,0.7628865979381443,0.704996034892942,0.68
0.5,0.7938144329896907,0.704996034892942,0.68
0.5128205128205128,0.7938144329896907,0.704996034892942,0.68
0.5128205128205128,0.8041237113402062,0.704996034892942,0.68
0.5384615384615384,0.8041237113402062,0.704996034892942,0.68
0.5384615384615384,0.8144329896907216,0.704996034892942,0.68
0.5641025641025641,0.8144329896907216,0.704996034892942,0.68
0.5641025641025641,0.8350515463917526,0.704996034892942,0.68
0.6282051282051282,0.8350515463917526,0.704996034892942,0.68
0.6282051282051282,0.845360824742268,0.704996034892942,0.68
0.6794871794871795,0.845360824742268,0.704996034892942,0.68
0.6794871794871795,0.865979381443299,0.704996034892942,0.68
0.6923076923076923,0.865979381443299,0.704996034892942,0.68
0.6923076923076923,0.8969072164948454,0.704996034892942,0.68
0.7051282051282052,0.8969072164948454,0.704996034892942,0.68
0.7051282051282052,0.9072164948453608,0.704996034892942,0.68
0.717948717948718,0.9072164948453608,0.704996034892942,0.68
0.717948717948718,0.9175257731958762,0.704996034892942,0.68
0.7692307692307693,0.9175257731958762,0.704996034892942,0.68
0.7692307692307693,0.9278350515463918,0.704996034892942,0.68
0.782051282051282,0.9278350515463918,0.704996034892942,0.68
0.782051282051282,0.9381443298969072,0.704996034892942,0.68
0.8076923076923077,0.9381443298969072,0.704996034892942,0.68
0.8076923076923077,0.9484536082474226,0.704996034892942,0.68
0.8205128205128205,0.9484536082474226,0.704996034892942,0.68
0.8205128205128205,0.9587628865979382,0.704996034892942,0.68
0.8974358974358975,0.9587628865979382,0.704996034892942,0.68
0.8974358974358975,0.9690721649484536,0.704996034892942,0.68
0.9358974358974359,0.9690721649484536,0.704996034892942,0.68
0.9358974358974359,0.979381443298969,0.704996034892942,0.68
0.9743589743589743,0.979381443298969,0.704996034892942,0.68
0.9743589743589743,0.9896907216494846,0.704996034892942,0.68
1.0,0.9896907216494846,0.704996034892942,0.68
1.0,1.0,0.704996034892942,0.68
