fpr,tpr,roc_auc_score,accuracy
0.0,0.0,0.7105471847739889,0.6742857142857143
0.0,0.010309278350515464,0.7105471847739889,0.6742857142857143
0.0,0.13402061855670103,0.7105471847739889,0.6742857142857143
0.02564102564102564,0.13402061855670103,0.7105471847739889,0.6742857142857143
0.02564102564102564,0.16494845360824742,0.7105471847739889,0.6742857142857143
0.05128205128205128,0.16494845360824742,0.7105471847739889,0.6742857142857143
0.05128205128205128,0.18556701030927836,0.7105471847739889,0.6742857142857143
0.0641025641025641,0.18556701030927836,0.7105471847739889,0.6742857142857143
0.0641025641025641,0.20618556701030927,0.7105471847739889,0.6742857142857143
0.07692307692307693,0.20618556701030927,0.7105471847739889,0.6742857142857143
0.07692307692307693,0.23711340206185566,0.7105471847739889,0.6742857142857143
0.08974358974358974,0.23711340206185566,0.7105471847739889,0.6742857142857143
0.08974358974358974,0.27835051546391754,0.7105471847739889,0.6742857142857143
0.10256410256410256,0.27835051546391754,0.7105471847739889,0.6742857142857143
0.10256410256410256,0.28865979381443296,0.7105471847739889,0.6742857142857143
0.11538461538461539,0.28865979381443296,0.7105471847739889,0.6742857142857143
0.11538461538461539,0.29896907216494845,0.7105471847739889,0.6742857142857143
0.1282051282051282,0.29896907216494845,0.7105471847739889,0.6742857142857143
0.1282051282051282,0.32989690721649484,0.7105471847739889,0.6742857142857143
0.15384615384615385,0.32989690721649484,0.7105471847739889,0.6742857142857143
0.15384615384615385,0.3711340206185567,0.7105471847739889,0.6742857142857143
0.1794871794871795,0.3711340206185567,0.7105471847739889,0.6742857142857143
0.1794871794871795,0.422680412371134,0.7105471847739889,0.6742857142857143
0.19230769230769232,0.422680412371134,0.7105471847739889,0.6742857142857143
0.19230769230769232,0.4639175257731959,0.7105471847739889,0.6742857142857143
0.20512820512820512,0.4639175257731959,0.7105471847739889,0.6742857142857143
0.20512820512820512,0.4742268041237113,0.7105471847739889,0.6742857142857143
0.21794871794871795,0.4742268041237113,0.7105471847739889,0.6742857142857143
0.21794871794871795,0.4948453608247423,0.7105471847739889,0.6742857142857143
0.23076923076923078,0.4948453608247423,0.7105471847739889,0.6742857142857143
0.23076923076923078,0.5051546391752577,0.7105471847739889,0.6742857142857143
0.2564102564102564,0.5051546391752577,0.7105471847739889,0.6742857142857143
0.2564102564102564,0.5154639175257731,0.7105471847739889,0.6742857142857143
0.28205128205128205,0.5154639175257731,0.7105471847739889,0.6742857142857143
0.28205128205128205,0.5773195876288659,0.7105471847739889,0.6742857142857143
0.3076923076923077,0.5773195876288659,0.7105471847739889,0.6742857142857143
0.3076923076923077,0.5876288659793815,0.7105471847739889,0.6742857142857143
0.32051282051282054,0.5876288659793815,0.7105471847739889,0.6742857142857143
0.32051282051282054,0.5979381443298969,0.7105471847739889,0.6742857142857143
0.3333333333333333,0.5979381443298969,0.7105471847739889,0.6742857142857143
0.3333333333333333,0.6185567010309279,0.7105471847739889,0.6742857142857143
0.34615384615384615,0.6185567010309279,0.7105471847739889,0.6742857142857143
0.34615384615384615,0.6597938144329897,0.7105471847739889,0.6742857142857143
0.38461538461538464,0.6597938144329897,0.7105471847739889,0.6742857142857143
0.38461538461538464,0.6907216494845361,0.7105471847739889,0.6742857142857143
0.41025641025641024,0.6907216494845361,0.7105471847739889,0.6742857142857143
0.41025641025641024,0.7010309278350515,0.7105471847739889,0.6742857142857143
0.4230769230769231,0.7010309278350515,0.7105471847739889,0.6742857142857143
0.4230769230769231,0.711340206185567,0.7105471847739889,0.6742857142857143
0.4358974358974359,0.711340206185567,0.7105471847739889,0.6742857142857143
0.4358974358974359,0.7628865979381443,0.7105471847739889,0.6742857142857143
0.44871794871794873,0.7628865979381443,0.7105471847739889,0.6742857142857143
0.44871794871794873,0.7731958762886598,0.7105471847739889,0.6742857142857143
0.46153846153846156,0.7731958762886598,0.7105471847739889,0.6742857142857143
0.46153846153846156,0.8041237113402062,0.7105471847739889,0.6742857142857143
0.47435897435897434,0.8041237113402062,0.7105471847739889,0.6742857142857143
0.47435897435897434,0.8350515463917526,0.7105471847739889,0.6742857142857143
0.5128205128205128,0.8350515463917526,0.7105471847739889,0.6742857142857143
0.5128205128205128,0.845360824742268,0.7105471847739889,0.6742857142857143
0.5256410256410257,0.845360824742268,0.7105471847739889,0.6742857142857143
0.5256410256410257,0.8556701030927835,0.7105471847739889,0.6742857142857143
0.5897435897435898,0.8556701030927835,0.7105471847739889,0.6742857142857143
0.5897435897435898,0.8762886597938144,0.7105471847739889,0.6742857142857143
0.6025641025641025,0.8762886597938144,0.7105471847739889,0.6742857142857143
0.6025641025641025,0.8865979381443299,0.7105471847739889,0.6742857142857143
0.6794871794871795,0.8865979381443299,0.7105471847739889,0.6742857142857143
0.6794871794871795,0.9175257731958762,0.7105471847739889,0.6742857142857143
0.7051282051282052,0.9175257731958762,0.7105471847739889,0.6742857142857143
0.7051282051282052,0.9381443298969072,0.7105471847739889,0.6742857142857143
0.7564102564102564,0.9381443298969072,0.7105471847739889,0.6742857142857143
0.7564102564102564,0.9484536082474226,0.7105471847739889,0.6742857142857143
0.7692307692307693,0.9484536082474226,0.7105471847739889,0.6742857142857143
0.7692307692307693,0.9587628865979382,0.7105471847739889,0.6742857142857143
0.8461538461538461,0.9587628865979382,0.7105471847739889,0.6742857142857143
0.8461538461538461,0.979381443298969,0.7105471847739889,0.6742857142857143
0.9102564102564102,0.979381443298969,0.7105471847739889,0.6742857142857143
0.9102564102564102,0.9896907216494846,0.7105471847739889,0.6742857142857143
0.9743589743589743,0.9896907216494846,0.7105471847739889,0.6742857142857143
0.9743589743589743,1.0,0.7105471847739889,0.6742857142857143
1.0,1.0,0.7105471847739889,0.6742857142857143
